	Código Proyecto	Foco Apoyo	Tipo Intervención	Instrumento	Instrumento Homologado	Estado Data	Tipo Persona	Rut Beneficiario	Beneficiario	Título	Objetivo	Año Adjudicación	Financiamiento Innova	Aprobado Privado	Aprobado Privado Pecuniario	Monto Certificado Ley	Tipo Innovación	Mercado Objetivo	Criterio Mujer	Género	Sostenible	ODS principal	Meta principal	Economía Circular	Modelo de Circularidad	Región	Tramo Ventas	Inicio Actividad Económica	Sector Económico	Patron principal asociado	Tipo proyecto	R principal	Estrategia R Principal	Ley REP	Ley REP (Sí/No)	ERNC	Tendencia Final
475	23SN-242014	Renuévate	Subsidio	Súmate a Innovar	Súmate a Innovar	VIGENTE	Persona Jurídica constituida en Chile	77111381-8	Sebastián Humberto Oyarzo Hernández Compra .. EIRL	Desarrollo de un sazonador en spray con potencial efecto antimicrobiana a partir del agua de remojo generado en el proceso de hidratación del ají cacho cabra	Desarrollar un sazonador en spray con potencial efecto antimicrobiano a partir del agua de remojo generado en el proceso de hidratación del ají cacho cabra.	2023.0	7458151	$1.864.538	$1.864.538		Producto	Alimentos (excepto producción de vino y derivados)	No	Masculino	Sí	ODS12	12.5	Sí	Recuperación de Recursos	Región del Maule	Microempresa	2020-01-10 00:00:00	Alimentos (excepto vitivinícola)	Reciclar	Economía Circular	R8 Reciclar	Aplicación útil de materiales	No			Green Technologies (Tecnologías Verdes)
481	23SN-241993	Renuévate	Subsidio	Súmate a Innovar	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	77692848-8	MAHARO RAPA NUI TOUR AND STORE LIMITADA	Maharo Rapa Nui: Artesania con filamentos reciclados	Desarrollar e implementar un proceso de fabricación de filamentos de alta calidad para impresoras 3D, elaborados a base de plásticos grandes como botellas, mediante la estandarización de procesos y mejora continua, para mejorar la productividad y competitividad de la empresa, en colaboración con Reciklast, disminuyendo al mismo tiempo la generación de más microplásticos y adicionalmente para obtener un producto final de souvenir con formas de moai u objetos típicos de la isla para turistas, fabricado 100% con plástico reciclado hecho en rapa nui, logrando el primer prototipo en un plazo de 6 meses.	2023.0	11250000	$1.250.000	$1.250.000		Proceso	Otras industrias manufactureras	Incentivo	Femenino	Sí	ODS12	12.5	Sí	Suministro Circular	Región de Valparaíso	Microempresa	2023-01-05 00:00:00	Comercio y retail	Intercambiar	Economía Circular	R8 Reciclar	Aplicación útil de materiales	Sí	Envases y Embalajes		Green Technologies (Tecnologías Verdes)
482	23SN-241991	Renuévate	Subsidio	Súmate a Innovar	Súmate a Innovar	VIGENTE	Persona Jurídica constituida en Chile	77490068-3	PuraVida SpA	Preparado agroecológico solubilizador de fosfatos en suelo	Determinar la identidad y cuantificar el rendimiento de las bacterias solubilizadoras de fosfatos contenidas en el preparado agroecológico, caracterizándolas a nivel molecular y midiendo su capacidad de solubilización de fosfatos in vitro, para finalmente depositarlas en un banco de recursos microbianos para su preservación con fines de patentamiento, lo cual nos permitirá transformar un producto artesanal en un producto tecnológico licenciable.	2023.0	4388000	$1.174.500	$1.174.500		Producto	Agrícola (excepto cultivo de uvas)	No	Masculino	Sí	ODS2	2.4	No		Región de Ñuble	Microempresa	2021-12-02 00:00:00	Agrícola (excepto vitivinícola)		Producción Sostenible			No			Nanotecnología
489	23SN-241926	Renuévate	Subsidio	Súmate a Innovar	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	76083764-4	AGRICOLA CASAS VIEJAS LIMITADA	Acaricida mineral natural para el control y mitigación de Varroasis	Validar el uso de acaricidas minerales para la apicultura que permita controlar la Varroasis sin contaminar los productos derivados de la colmena (miel, cera, jalea real, propóleo, apitoxina) ni afectar las labores del apicultor y las abejas con la finalidad de incrementar el valor en la cadena de producción apícola, con foco en apicultura orgánica e ingreso a valiosos mercados internacionales (cosmética, alimentos orgánicos, farmacéutica), mejorando la alicaída economía del apicultor regional/nacional.	2023.0	10000000	$2.500.000	$2.500.000		Producto	Ganadero	No	Masculino	Sí	ODS2	2.4	No		Región del Maule	Pequeña	2010-01-08 00:00:00	Ganadero		Producción Sostenible			No			Química Verde (Green Chemestry)
491	23SN-241923	Renuévate	Subsidio	Súmate a Innovar	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	77603209-3	SERVICIOS DE CONTROL AMBIENTAL PLUS Q LIMITADA	Auxiliary Fan Device	Desarrollar un sistema de monitoreo y control de condiciones de circuitos de ventilación auxiliar para la construcción de túneles.Se desarrollará sobre un prototipo con un grado actual de desarrollo TRL3, mediante un proyecto que incluye una colaboración con la Universidad de Santiago, donde se realizarán pruebas técnicas y la empresa Hibring SPA, encargada del desarrollo de software, hardware, la arquitectura de comunicación y programación de algoritmos de análisis estadístico.Con la respectiva supervisión de la empresa PlusQ, al término de este proyecto se alcanzará un nivel de madurez de desarrollo TRL4 que permita continuar con el desarrollo del dispositivo con foco a una comercialización durante el año 2024.	2023.0	7796756	$7.130.772	$7.130.772		Producto	Minería y metalurgia extractiva	No	Masculino	Sí	ODS7	7.3	No		Región de Ñuble	Microempresa	2023-03-14 00:00:00	Servicios de ingeniería o de conocimiento		Producción Sostenible			No		Eficiencia Energética	Inteligencia Artificial (IA)
498	23SN-241850	Renuévate	Subsidio	Súmate a Innovar	Súmate a Innovar	VIGENTE	Persona Jurídica constituida en Chile	77728354-5	ALIMENTOS FABIOLA ALEJANDRA RUIZ MELGAREJO E.I.R.L	Valorización del subproducto de la elaboración de Tofu (Okara) mediante el desarrollo de un producto fermentado (Tempeh) con alto valor nutricional	Valorizar el subproducto de la elaboración de Tofu (Okara) mediante el desarrollo de un producto fermentado (Tempeh) con alto valor nutricional	2023.0	10586017	$1.176.224	$1.176.224		Producto	Alimentos (excepto producción de vino y derivados)	Incentivo	Femenino	Sí	ODS12	12.5	Sí	Recuperación de Recursos	Región del Maule	Microempresa	2023-03-15 00:00:00	Alimentos (excepto vitivinícola)	Reciclar	Economía Circular	R8 Reciclar	Aplicación útil de materiales	No			Sin tendencia
500	23PDT-248766	Entorno para la innovación	Subsidio	Programa de Difusión Tecnológica	Programas de difusión y prospección tecnológica	VIGENTE	Persona Jurídica constituida en Chile	81669200-8	PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO	Programa de transferencia de herramientas para la cuantificación y reducción de emisiones GEI y gestión del uso de agua en el sector vitivinícola del Valle de Casablanca, favoreciendo la adaptación al cambio climático del territorio.	Transferir herramientas tecnológicas y mejores prácticas ligadas a la cuantificación y mitigación de gases de efecto invernadero (GEI), y la reducción del uso de agua, mediante un programa de asistencia técnica y fortalecimiento de capacidades en MiPYMes del sector vitivinícola del Valle de Casablanca, con el fin de favorecer la adaptación al Cambio Climático del territorio.	2023.0	88290000	$39.150.000	$24.600.000			Vitivinícola	no aplica	Femenino	Sí	ODS2				Región de Valparaíso	Grande	1993-01-01 00:00:00	Educación								Green Technologies (Tecnologías Verdes)
507	23PDT-248747	Entorno para la innovación	Subsidio	Programa de Difusión Tecnológica	Programas de difusión y prospección tecnológica	VIGENTE	Persona Jurídica constituida en Chile	65165099-2	CENTRO TECNOLOGICO PARA LA INNOVACION EN LA CONSTR	Construye Ñuble 4.0	Aumentar la competitividad y transformación productiva de las PyMEs por medio de un programa de transferencia tecnológica que les brinde un diagnóstico de brechas y HdR, junto a un plan y paquete de capacitaciones, que les refuerce las competencias relacionadas con tecnologías 4.0, BIM y sustentabilidad, para el desarrollo de proyectos y obras de edificación. Ya que se ha diagnosticado que la falta de capital humano capacitado es la principal brecha que les impide capturar mayor productividad.	2023.0	90000000	$7.000.000	$7.000.000			Construcción	no aplica	Femenino	Sí					Región de Ñuble	Pequeña	2019-06-20 00:00:00	Servicios de ingeniería o de conocimiento								3D modeling
517	23PDT-247425	Entorno para la innovación	Subsidio	Programa de Difusión Tecnológica	Programas de difusión y prospección tecnológica	VIGENTE	Persona Jurídica constituida en Chile	81290800-6	Copeval S.A.	PDT Agricultura 4.0 para cerezos	Mejorar la competitividad de empresas productoras de cerezas mediante la transferencia de tecnologías de Agricultura 4.0 como medida de adaptación y mitigación al cambio climático.	2023.0	52365760	$22.510.400	$11.900.000			Agrícola (excepto cultivo de uvas)	no aplica	Femenino	Sí	ODS2				Región del Maule	Grande	1993-01-01 00:00:00	Comercio y retail								Sin tendencia
519	23PDT-247421	Entorno para la innovación	Subsidio	Programa de Difusión Tecnológica	Programas de difusión y prospección tecnológica	VIGENTE	Persona Jurídica constituida en Chile	61312000-9	Instituto de Investigaciones Agropecuarias	"""AgroConecta: Potenciando la resiliencia del sector agrícola frente a la pérdida de competitividad, a través de la capacitación y transferencia de tecnologías digitales"""	Generar una estructura para fortalecer las capacidades en agricultura digital, tanto en la oferta como en la demanda, que permita reducir las brechas tecnológicas,  para  mejorar  la resiliencia de los agricultores de la región del Biobío frente a los cambios ambientales y económicos.	2023.0	78752000	$20.604.679	0			Agrícola (excepto cultivo de uvas)	no aplica	Masculino	Sí	ODS2				Región del Biobío	Grande	1993-01-01 00:00:00	Servicios de ingeniería o de conocimiento								Green Technologies (Tecnologías Verdes)
522	23PDT-246820	Entorno para la innovación	Subsidio	Programa de Difusión Tecnológica	Programas de difusión y prospección tecnológica	VIGENTE	Persona Jurídica constituida en Chile	77088198-6	BlueOak Business & Consulting Partners SpA	Maule 4.0, Agroindustria para el desarrollo Circular	Sofisticar la oferta  y diversidad productiva a un grupo de empresas del sector agroalimentario hortofrutícola de la Región del Maule, a través de la incorporación de nuevas e innovadoras prácticas y técnicas de economía circular e industria 4.0, de tal manera de generar valor tanto por la eficiencia lograda en el proceso productivo, como la disminución de residuos para la generación de nuevos productos.	2023.0	64558000	$19.752.000	$13.000.000			Agrícola (excepto cultivo de uvas)	no aplica	Femenino	Sí	ODS9				Región del Maule	Pequeña	2019-11-12 00:00:00	Servicios de ingeniería o de conocimiento								Manufactura Avanzada (Advanced Manufacturing)
525	23PDT-243608	Entorno para la innovación	Subsidio	Programa de Difusión Tecnológica	Programas de difusión y prospección tecnológica	VIGENTE	Persona Jurídica constituida en Chile	81669200-8	Pontificia Universidad Catolica de Valparaíso	Plan de Transferencia BIM y Mitigación de Huella de Carbono para un desarrollo productivo sostenible de la industria de la construcción	Implementar un modelo de vivienda sostenible, a través de la difusión de tecnologías y mejores prácticas que permitan la reducción de la huella de carbono, mediante la incorporación de la metodología BIM y herramientas sensoriales, con el propósito de fomentar su adopción y así potenciar la competitividad de las Pymes con énfasis sostenible.	2023.0	89240000	$39.418.000	$19.600.000			Construcción	no aplica	Masculino	Sí	ODS11				Región de Valparaíso	Grande	1993-01-01 00:00:00	Educación								3D modeling
528	23IR2-250815	Desarrolla innovación	Subsidio	Innova Región	Innova Región	VIGENTE	Persona Jurídica constituida en Chile	77489698-8	Plantae Foods SpA	Estandarización de proceso de escalamiento para la validación comercial de sucedáneo no-lácteo probiótico a base de nuez	Estandarizar proceso de escalamiento para la validación comercial de un sucedáneo no-lácteo probiótico a base de nuez.	2023.0	67488000	$7.515.000	27		Producto	Alimentos (excepto producción de vino y derivados)	Incentivo	Femenino	No	ODS12				Región del Maule	Microempresa	2021-12-01 00:00:00	Alimentos (excepto vitivinícola)								Alimentos Funcionales
529	23IR2-250814	Desarrolla innovación	Subsidio	Innova Región	Innova Región	VIGENTE	Persona Jurídica constituida en Chile	76495519-6	AgroSealand Ldta.	Nano SeaLand-Cu	Mejorar nuestro producto SeaLand-Cu, reemplazando el Sulfato de Cobre Pentahidratado por nanopartículas de cobre. Investigaremos qué concentración de nanopartículas debemos utilizar para lograr la eficiencia que buscamos, desarrollaremos muestras que serán evaluadas en laboratorio y posteriormente estudios de campo, para medir la efectividad de nuestro mejorado producto, el cual esperamos contenga una menor cantidad de cobre que los productos disponibles en el mercado.	2023.0	60000000	$15.335.400	$7.935.400		Producto	Agrícola (excepto cultivo de uvas)	No	Masculino	No	ODS2				Región de Ñuble	Pequeña	2015-09-15 00:00:00	Comercio y retail								Manufactura Avanzada (Advanced Manufacturing)
531	23IR2-250785	Desarrolla innovación	Subsidio	Innova Región	Innova Región	VIGENTE	Persona Jurídica constituida en Chile	96835510-4	Vivero Hijuelas SA	Tecnologia de producción de antioxidantes organicos de plantas, en sistema de granjas verticales, para uso como aditivo en la industria de alimentos de mascotas y salmones	Desarrollar un producto antioxidante natural sustentable mediante un proceso de extracción de los principiosactivos de las plantas Tomillo y Romero, capaz de inhibir los procesos de oxidación de distintas matrices alimentarias,siendo un reemplazo sustentable y económicamente viable para los antioxidantes sintéticos en el mercado dealimentación acuícola y el mercado de alimentación de mascotas.	2023.0	59850000	$90.251.360	$45.300.000		Servicio	Pesca y acuicultura	No	Masculino	Sí	ODS2				Región de Valparaíso	Grande	1997-11-26 00:00:00	Agrícola (excepto vitivinícola)								Alimentos Funcionales
532	23IR2-250767	Desarrolla innovación	Subsidio	Innova Región	Innova Región	VIGENTE	Persona Jurídica constituida en Chile	76858928-3	Hypha SpA	Hyfoam - Desarrollo y validación técnico-comercial de una espuma natural, a partir de micelio aéreo obtenido del cultivo de hongos nativos, para sustituir productos desechables de origen petroquímico por una alternativa biodegradable y compostable.	Desarrollo y validación técnico-comercial de una espuma a partir de micelio aéreo, obtenido del cultivo de hongos nativos, para sustituir productos desechables de origen petroquímico por una alternativa biodegradable y compostable, validando protocolos de inactivación del crecimiento que aseguren una performance óptima de su suavidad, firmeza y densidad, además de establecer métodos de producción piloto para diferentes formatos comerciales a validar en el mercado nacional.	2023.0	67500000	$7.500.000	0		Producto	Otras industrias manufactureras	Incentivo	Masculino	Sí	ODS9				Región del Maule	Microempresa	2018-04-25 00:00:00	Servicios de ingeniería o de conocimiento								Química Verde (Green Chemestry)
